编号,性质,标题,受理单位,作者,时间,状态,评论/点击
[80322],[咨询],业委会被罢免，被法院己立案受理期能否召开业主大会,书记信箱,热心业主,2019-09-30,已回复,0/2348
[80313],[举报],岑溪二中严重补课,书记信箱,梁小猫,2019-09-30,已回复,0/1085
[80305],[建议],玫瑰湖公园篮球场能否升级成灯光球场,书记信箱,篮球小子520,2019-09-30,已回复,0/860
[80303],[举报],佳和碧海湾一期标准强行收楼，物业管理费乱收,书记信箱,Loklaiwaa,2019-09-30,已回复,0/1422
[80298],[咨询],为什么全梧州地区没有一个“四好农村路”示范县？,书记信箱,weishako,2019-09-30,已回复,0/983
[80278],[诉求],继续追问，78414编号问政为何一直石沉大海！,书记信箱,幸运女神,2019-09-30,已回复,0/944
[80236],[举报],岑溪市文华学校补课,书记信箱,高良,2019-09-29,已回复,0/161
[80034],[举报],岑溪三中国庆强行补课,书记信箱,陈彬松,2019-09-29,已回复,0/185
[79959],[诉求],岑溪市诚谏镇陀村社垌至思义组水泥硬化路,书记信箱,岑溪人民58,2019-09-29,已回复,1/286
[79956],[诉求],环境污染居民健康,书记信箱,岑溪小闻,2019-09-29,已回复,0/426
[79948],[举报],梧州步埠路新富里93号楼下单车棚是否属于占道经营,书记信箱,超萌尛姐姐,2019-09-29,已回复,2/967
[79933],[举报],红岭一带晚上毒气熏天,书记信箱,梁向雄,2019-09-29,已回复,0/421
[79922],[诉求],倒水镇垃圾焚烧问题,书记信箱,fengjinming,2019-09-28,已回复,0/179
[79920],[诉求],第二次投诉潮源日日鲜全牛火锅扰民,书记信箱,小虫儿,2019-09-28,已回复,0/394
[79918],[诉求],藤县北京燃气公司违规收取安装费该谁来管？,书记信箱,藤县农民工,2019-09-28,已回复,0/278
[79917],[诉求],交通环境恶劣,书记信箱,4050,2019-09-28,已回复,0/203
[79915],[举报],岑溪市一小乱收费问题,书记信箱,平凡的世界,2019-09-28,已回复,0/396
[79880],[举报],请龙圩区人民政府履行生效判决书,书记信箱,lh474544651,2019-09-28,已回复,0/737
[79878],[诉求],关于富民一路华光巷交通管制问题,书记信箱,万万之光,2019-09-28,已回复,0/206
[79867],[建议],梧州西江路左转问题解决建议,书记信箱,公民555,2019-09-27,已回复,0/208
[79864],[举报],蒙山县人民医院区别对待贫困户患者治疗,书记信箱,不平必鸣。3,2019-09-27,已回复,0/272
[79861],[举报],岑溪市第三中学强制补课,书记信箱,三中的,2019-09-27,已回复,0/222
[79844],[举报],沙头镇为何所有周边居民区都可以成为砂石加工厂？,书记信箱,浪费一只鞋,2019-09-27,已回复,0/471
[79839],[举报],万隆石场爆破面离居民居住点很近，直线不足200米！,书记信箱,五十五龙,2019-09-27,已回复,0/263
[79838],[诉求],岑溪公交车怎么没有学生半票的价钱,书记信箱,小时0908,2019-09-27,已回复,0/178
[79826],[诉求],请龙圩区人民政府尊重法律、尊重判决、履行判决。,书记信箱,lh474544651,2019-09-27,已回复,0/1440
[79818],[举报],关于一代天城午托乱象第四问,书记信箱,rmqz001,2019-09-27,已回复,0/727
[79793],[举报],岑溪一中补课问题严重,书记信箱,一中啊坤,2019-09-27,已回复,0/779
[79785],[诉求],与时代花园城同信物业签了服务协议却没拿到手,书记信箱,归去来,2019-09-27,已回复,0/609
[79784],[举报],小区车库改建后开办小学生午托班是否合法合规？,书记信箱,鱼鱼0802,2019-09-26,已回复,0/456
[79777],[诉求],商铺使用喇叭噪音扰民,书记信箱,噪音扰民1,2019-09-26,已回复,0/381
[79771],[诉求],路小车慢走,书记信箱,KI11000,2019-09-26,已回复,0/250
[79770],[举报],大运三轮摩托在香城B区内维修店噪音扰人,书记信箱,包部平,2019-09-26,已回复,0/260
[79768],[诉求],关于：78497的问政，为什么没有准确回复和解决,书记信箱,yhn890211,2019-09-26,已回复,0/255
[79765],[举报],御景名城浇粪种菜多次举报仍没有解决,书记信箱,福报,2019-09-26,已回复,0/3074
[79762],[诉求],书记信箱,书记信箱,徐金焕,2019-09-26,已回复,3/384
[79759],[举报],梧州二职中学生顶岗实习问题,书记信箱,JLW,2019-09-26,已回复,0/484
[79757],[诉求],藤县河西防洪堤乱摆乱卖,书记信箱,18177443107,2019-09-26,已回复,0/597
[79756],[诉求],学习,书记信箱,lhrlgc,2019-09-26,已回复,0/341
[79755],[举报],岑溪市区六合彩街巷,书记信箱,懵懂的居民,2019-09-26,已回复,2/470
[79753],[举报],塘步待村大么表水库被非法填倒泥土,书记信箱,西江村,2019-09-26,已回复,0/636
[79751],[举报],工厂二路三和里有居民无法无天強占公共道路,书记信箱,cqh13589043,2019-09-26,已回复,1/324
[79750],[建议],炳尉塔如此修复太低质素,书记信箱,阳洋扬,2019-09-26,已回复,0/382
[79741],[诉求],龙圩风铃街路占道经营,书记信箱,罗华强,2019-09-26,已回复,0/211
[79736],[举报],藤县林业局不作为,书记信箱,GXHK,2019-09-25,已回复,0/244
[79726],[诉求],社保挂失,书记信箱,wycai,2019-09-25,已回复,0/156
[79725],[举报],凤翔小学周边午托是否有正规的手续,书记信箱,123230660,2019-09-25,已回复,1/244
[79717],[诉求],烧烤档扰民,书记信箱,发财789,2019-09-25,已回复,1/420
[79706],[咨询],五乱乱象何时了,书记信箱,梁泽斌,2019-09-25,已回复,0/696
[79699],[诉求],关于玫瑰湖恒祥豪苑小区物业管理不够人性化,书记信箱,问问更美好,2019-09-25,已回复,0/626
[79695],[咨询],关于2019年梧州市生态公益花坛葬活动的几点疑问,书记信箱,年年好运,2019-09-25,已回复,0/683
[79685],[诉求],扶贫,书记信箱,L198597,2019-09-24,已回复,0/687
[79662],[诉求],公积金放款问题,书记信箱,卡卡126,2019-09-24,已回复,0/805
[79660],[诉求],问政回复慢,书记信箱,lym5632,2019-09-24,已回复,0/454
[79659],[诉求],青少年妇女儿童中心闲置浪费公共资源,书记信箱,老啄木鸟,2019-09-24,已受理,0/526
[79642],[举报],消费,书记信箱,叶晴,2019-09-23,已回复,0/333
[79610],[诉求],摩托车乱鸣喇叭令人厌恶，请立即铲除这种摩托车,书记信箱,东仔,2019-09-23,已回复,0/1621
[79609],[举报],基层不作为,高层不监管,一滩烂泥脱离群众当土皇帝?,书记信箱,尸位素餐,2019-09-23,已回复
[79605],[诉求],诉求拆除富东小区花基,书记信箱,请求人,2019-09-23,已回复,2/400
[79584],[咨询],财政局梧州市教师平均待遇比公务员平均待遇低吗？,书记信箱,小四,2019-09-23,已回复,0/476
[79556],[诉求],肇事者被扣驾照照样开车搭客？且陈述材料造假，怎么破？,书记信箱,陆济强,2019-09-22,已回复,0/316
[79551],[诉求],岑溪市诚谏镇孔任街垃圾堆满街,书记信箱,李弟,2019-09-22,已回复,0/385
[79545],[诉求],诉求拆除富东小区花基,书记信箱,提问人,2019-09-22,已回复,0/258
[79539],[举报],强占道路，非法违建乱堆放,书记信箱,城市美容师,2019-09-22,已回复,0/185
[79537],[诉求],藤县平福乡横龙村路桥不通，交通受阻，诉求多年无果,书记信箱,weishako,2019-09-22,已回复,0/178
[79519],[举报],岑溪市第一中学补课现象严重,书记信箱,金满堂,2019-09-21,已回复,0/470
[79513],[诉求],投诉梧州恒大绿洲,书记信箱,15875774739,2019-09-21,已回复,0/637
[79479],[建议],建议恢复苍梧县人和镇,书记信箱,陈生,2019-09-20,已回复,2/2754
[79468],[诉求],岑溪市欣建10幢三单元因为质量退房方案为何不执行？,书记信箱,林少少,2019-09-20,已回复,3/364
[79450],[举报],蒙山县碧桂园销售欺诈业主2,书记信箱,唯我出色,2019-09-20,已回复,0/1206
[79448],[诉求],二问《旺城广场检测报告》,书记信箱,wczy1,2019-09-20,已回复,0/1110
[79441],[诉求],岑溪市禁止烟花炮竹的情况,书记信箱,李弟,2019-09-20,已回复,0/998
[79440],[诉求],投诉,书记信箱,546613196,2019-09-20,已回复,1/736
[79434],[举报],城管受贿,书记信箱,莫镇瑛,2019-09-19,已回复,0/673
[79428],[举报],请市委书记看这条700米硬化路是蒸发了还另有隐情？,书记信箱,KKKKKK,2019-09-19,已回复,0/1037
[79427],[诉求],红岭毒气问题是否涉黑保护？,书记信箱,黄献,2019-09-19,已回复,1/460
[79424],[举报],举报一代天城开发商霸王条款及罔顾业主生命财产安全,书记信箱,正义业主,2019-09-19,已回复,0/409
[79416],[举报],朗日花园12栋天台违建,书记信箱,大黄蜂2019,2019-09-19,已回复,0/376
[79405],[举报],政府，请珍惜自己的公信力,书记信箱,耕田牛,2019-09-19,已回复,2/947
[79376],[诉求],你们准备要考虑到什么时候才回复处理?,书记信箱,gaku,2019-09-18,已回复,0/571
[79366],[诉求],商场外围亮化诉求,书记信箱,陈芮,2019-09-18,已回复,1/381
[79358],[诉求],梧州十六中,书记信箱,匆匆那年2019,2019-09-18,已回复,1/1307
[79355],[咨询],西江三桥长洲岛上路,书记信箱,笑傲西江,2019-09-18,已回复,0/492
[79354],[诉求],公积金政策如何决定的？,书记信箱,买菜阿婆的女,2019-09-18,已回复,0/633
[79351],[诉求],市政广场噪音,书记信箱,xumeijia132,2019-09-18,已回复,0/409
[79349],[举报],梧州长洲区不锈钢园区又深夜放毒,书记信箱,红岭苦主,2019-09-18,已回复,1/463
[79346],[诉求],岑溪市明都新城永兴一街不在规划路段摆卖,书记信箱,心如冰,2019-09-18,已回复,1/527
[79340],[举报],已投诉多次。路边宵夜店依然继续扰民！,书记信箱,梧州段正淳,2019-09-17,已回复,0/1006
[79328],[咨询],苍海新区水上乐园进展如何了？,书记信箱,一事无成,2019-09-17,已回复,0/512
[79326],[建议],梧藤蒙绕到平南转换高速，情何以堪?,书记信箱,西江黄金水道,2019-09-17,已回复,4/1458
[79320],[举报],村中养殖千只飞禽叫声扰民粪便乱排村干部忽职不管,书记信箱,看见你就开心,2019-09-17,已回复,0/655
[79317],[诉求],编号78061的问政官爷们准备要考虑什么时候才回？,书记信箱,平民一介,2019-09-17,已回复,0/625
[79305],[举报],岑溪城管暴力执法，激化社会矛盾，破坏和谐社会！,书记信箱,明镜高悬8806,2019-09-17,已回复,0/947
[79303],[咨询],国道变停车场,书记信箱,mykfh,2019-09-17,已回复,0/485
[79295],[咨询],咨询龙圩区龙城国际．塞纳丽景后续问题？,书记信箱,底层农民工,2019-09-17,已回复,1/689
[79284],[诉求],夸辖区地带：村道路硬化落实问题？投诉无门。,书记信箱,WZZYJT,2019-09-16,已回复,1/300
[79280],[举报],万秀区使用不符合国旗法的国旗悬挂街道,书记信箱,瓶瓶罐罐,2019-09-16,已回复,0/969
[79279],[举报],龙骨西街路段交通状况差,书记信箱,leiseonzi,2019-09-16,已回复,0/295
[79278],[举报],埠步路三级违建,书记信箱,潘佑富,2019-09-16,已回复,0/311
[79276],[诉求],坑洼的塘源路如何“破”,书记信箱,Ending,2019-09-16,已回复,0/490
[79275],[举报],安置房贷款,书记信箱,我系市民,2019-09-16,已回复,1/380
[79272],[建议],请问群众今年能用政策的145检到小型汽车吗？请告知,书记信箱,天下为公孙文,2019-09-16,已回复,7/365
[79270],[咨询],农田土地水田确权证为什么不发,书记信箱,012345ab,2019-09-16,已回复,1/384
[79267],[诉求],蒙山县简弟汽车修理厂何时才搬迁,书记信箱,莫运东,2019-09-16,已回复,0/251
[79266],[建议],建议政府尽快建设这一小段铁路,书记信箱,wz流浪风中,2019-09-16,已回复,1/269
[79260],[举报],长期以来市政道路乱停车，进出困难,书记信箱,爱我请别伤害我,2019-09-16,已回复,0/302
[79244],[咨询],万秀区为何迟迟未见发放独生子女保健费,书记信箱,年年好运,2019-09-16,已回复,2/273
[79226],[诉求],万秀区城东镇扶典村修路问题,书记信箱,光速流年,2019-09-15,已回复,0/165
[79224],[举报],龙圩时代花园城乱象突出监管部门严重失职,书记信箱,龙圩守法公民,2019-09-15,已回复,1/422
[79221],[建议],富民加油站后拆迁垃圾影响居民生活质量,书记信箱,谢红红,2019-09-15,已回复,0/250
[79207],[举报],多条问政长达一个月未处理，未答复！,书记信箱,WZS,2019-09-15,已回复,0/372
[79202],[举报],扶贫问题,书记信箱,L198597,2019-09-15,已回复,0/467
[79199],[举报],岑溪育才路大地幼儿园的是假国旗,书记信箱,凤凰于飞550,2019-09-15,已回复,1/738
[79195],[诉求],藤县问政发言人在忙些什么呢,书记信箱,qq846054615,2019-09-14,已回复,0/182
[79190],[举报],大气污染源头！触目惊心！不良快递商家！,书记信箱,x66qing,2019-09-14,已回复,2/386
[79189],[举报],广东路口占道经营，乱停乱放屡次不改,书记信箱,超萌尛姐姐,2019-09-14,已回复,1/128
[79188],[诉求],岑溪市七中来往东山公园的路赶紧修好呀？生活出行不方便,书记信箱,lshk1265,2019-09-14,已回复,0/359
[79186],[诉求],东山公园道路施工目前停工状态影响严重影响公园里进出,书记信箱,ndd,2019-09-14,已受理,0/202
[79165],[诉求],为什么梧州南收费站的ETC通道坏了那么久还没有修好？,书记信箱,岑山溪水的儿女,2019-09-13,已回复,0/233
[79140],[诉求],岑溪城管粗暴执法！！,书记信箱,包公问斩360,2019-09-13,已回复,0/384
[79138],[建议],南宁百货的公交车总站和公交车路线实用价值何在？,书记信箱,17777420624,2019-09-12,已回复,0/1097
[79128],[诉求],市区交通,书记信箱,追悔花,2019-09-12,已回复,0/282
[79126],[举报],关于旺城首玺施工造成的房屋爆裂第三次申报,书记信箱,新兴村一组村民,2019-09-12,已回复,1/404
[79125],[咨询],广电网络梧州分公司微信公众号自助服务永远打不开,书记信箱,黄小姐,2019-09-12,已回复,1/296
[79122],[举报],关于长洲一代天城小区午托乱象再追问,书记信箱,rmqz001,2019-09-12,已回复,0/651
[79112],[诉求],关于河东步行街的治安问题,书记信箱,wzyajz,2019-09-12,已回复,0/1180
[79101],[诉求],投诉岑溪丽景湾二公子私房菜直排油烟污染问题,书记信箱,二公子私房菜,2019-09-12,已回复,0/1361
[79097],[诉求],建议车位规划合理科学点,书记信箱,问政有用吗？,2019-09-11,已回复,3/1300
[79088],[诉求],三龙大道回建地水电不正常,书记信箱,做梧州的好市民,2019-09-11,已回复,0/404
[79087],[建议],珍宝巴士司机的素质太差影响梧州市对外形象,书记信箱,朱迪迪,2019-09-11,已回复,0/1014
[79075],[咨询],环保局与卡地亚小区中间旧房何时拆,书记信箱,ajaj1203,2019-09-11,已回复,0/997
[79072],[举报],占道,书记信箱,西游梦幻,2019-09-11,已回复,0/213
[79069],[建议],梧州人民医院申报三甲加班,书记信箱,heimukai007,2019-09-11,已回复,0/1613
[79068],[建议],关于在红会医院门诊楼与体检楼间建立天桥的建议,书记信箱,老啄木鸟,2019-09-11,已回复,0/780
[79047],[咨询],无语,书记信箱,钟绍基,2019-09-10,已回复,0/935
[79036],[诉求],为何编号78414问政超一星期未回复！,书记信箱,幸运女神,2019-09-10,已回复,0/1152
[79031],[诉求],17年苍梧石桥镇盗抢价值二千万重型机械,书记信箱,陈映归,2019-09-10,已回复,0/735
[79030],[诉求],时代花园城14栋电梯半个月未见维修,书记信箱,醉青风,2019-09-10,已回复,0/645
[79021],[诉求],长洲城管大队长期过分占用小区住户车位,书记信箱,阿飞问政333,2019-09-10,已回复,1/628
[79020],[举报],中秋70国庆将至小区浇粪种菜谁来管,书记信箱,福报,2019-09-10,已回复,0/1179
[78999],[诉求],为什么同工同酬待遇的老师没有享受伙食补助？,书记信箱,小四,2019-09-10,已回复,1/908
[78987],[建议],关于石人冲垃圾池的建议,书记信箱,小梁同学,2019-09-09,已回复,0/321
[78985],[诉求],编号：77052发表一个多月，至今无人回复,书记信箱,小梁同学,2019-09-09,已回复,0/951
[78952],[诉求],居民集中区楼下夜市店铺扰民严重！！,书记信箱,黄黄1982,2019-09-09,已回复,0/1871
[78949],[诉求],梧州教育之乱象,书记信箱,君君姐,2019-09-09,已回复,0/845
[78928],[诉求],市政府停车场深夜施工噪音扰民,书记信箱,dxn15077401036,2019-09-09,已回复,1/561
[78909],[诉求],水岸名都，一期迟迟没有交楼,书记信箱,最早的早安,2019-09-08,已回复,1/420
[78905],[举报],学校乱补课,书记信箱,吴迪,2019-09-08,已回复,0/641
[78888],[建议],罗岑铁路复工建议,书记信箱,老鼎的伯伯,2019-09-08,已回复,0/2295
[78886],[建议],建议建设“广西食品药品工程学院“”,书记信箱,为政以德,2019-09-08,已受理,2/537
[78873],[诉求],空气污染气象条件,书记信箱,专属夜工,2019-09-08,已回复,0/604
[78872],[举报],投诉藤县城管,书记信箱,546613196,2019-09-08,已回复,0/316
[78871],[诉求],空气污染气象条件,书记信箱,专属夜工,2019-09-08,已回复,0/160
[78870],[诉求],什么时候回复78110,书记信箱,jiaming,2019-09-08,已回复,0/140
[78869],[咨询],绩效增量,书记信箱,元谋人,2019-09-08,已回复,0/700
[78836],[诉求],龙圩书香华庭交房期限一拖再拖，到底属谁管？,书记信箱,忘情人,2019-09-07,已回复,1/339
[78827],[诉求],新龙市场的小贩严重阻碍育才幼儿园门口,书记信箱,心心,2019-09-07,已回复,0/350
[78819],[建议],这么好项目不尽快落实，还到哪里找,书记信箱,西江黄金水道,2019-09-07,已回复,1/537
[78818],[诉求],蒙江丹竹二级路岑溪平南什么时候能开工,书记信箱,西江黄金水道,2019-09-07,已回复,0/606
[78814],[诉求],旺城广场商圈亮化工程诉求,书记信箱,梧州吴亦凡,2019-09-07,已回复,0/225
[78809],[诉求],旺城广场商圈外围亮化工程,书记信箱,yqxyt1,2019-09-07,已回复,0/291
[78805],[诉求],小学外墙破烂上学路未通，问政不回复,书记信箱,义垌村打工仔,2019-09-07,已回复,1/285
[78801],[其它],感谢市委书记全桂寿和龙湖镇党委政府,书记信箱,小龙神医,2019-09-06,已回复,0/13657
[78796],[举报],桂江上大量采砂船日夜采砂，扰民！,书记信箱,桂江芝麻剑,2019-09-06,已回复,0/545
[78794],[举报],居民区建造制砂场，政府部门居然能审批？,书记信箱,居民区建砂场,2019-09-06,已回复,0/340
[78772],[诉求],致中共梧州市委书记的一封诉求信,书记信箱,13877417768,2019-09-06,已回复,1/1904
[78770],[建议],建议相关部门规范并监管中小学午托,书记信箱,民生问政,2019-09-06,已回复,0/1278
[78769],[建议],关于红岭小学提质的建议,书记信箱,老啄木鸟,2019-09-06,已回复,0/1589
[78766],[举报],为什么蒙山民办幼儿园要实行双休,书记信箱,李秋梅,2019-09-06,已回复,2/1265
[78765],[建议],梧州和藤县必须争取纵2在和平服务区互通立交,书记信箱,西江黄金水道,2019-09-06,已回复,2/1518
[78763],[诉求],问政近一个月都不回复,书记信箱,万秀网友,2019-09-06,已回复,0/1257
[78760],[举报],为什么蒙山县民办幼儿园要实行双休,书记信箱,胡彩云,2019-09-06,已回复,1/648
[78759],[举报],为什么什么蒙山县所以有民办幼儿园都要双休,书记信箱,何玉庆,2019-09-06,已回复,0/584
[78756],[诉求],问问红岭一带废气丝毫未减的原因,书记信箱,市井閒人,2019-09-06,已回复,1/586
[78747],[举报],为何发到市长信箱的信还是住房公积金中心回复,书记信箱,离家的孩子难,2019-09-06,已回复,0/1523
[78715],[咨询],这就是整治的成效吗,书记信箱,梁泽斌,2019-09-05,已回复,1/730
[78712],[举报],我们的投诉为什么没人理？,书记信箱,驴骡,2019-09-05,已回复,0/899
[78707],[举报],发出来的问政居然敢明目张胆的说瞎话？,书记信箱,w281375937,2019-09-05,已回复,0/1120
[78686],[诉求],育才幼儿园门口的小贩挡着道路,书记信箱,心念,2019-09-04,已回复,0/1397
[78682],[举报],岑溪实小幸福公司乱收费,书记信箱,zhengy,2019-09-04,已回复,0/800
[78680],[诉求],苍梧县沙头镇金古湾工程建设公司扰民,书记信箱,vip8899,2019-09-04,已回复,0/384
[78679],[举报],厕所又脏又臭!请相关部门立即整治!,书记信箱,a383577270,2019-09-04,已回复,0/398
[78672],[诉求],问问红岭一带废气丝毫未减的原因,书记信箱,市井閒人,2019-09-04,已回复,1/385
[78668],[诉求],产妇死亡事件,书记信箱,黄舞,2019-09-04,已回复,0/1919
[78665],[咨询],新兴二路巴黎春天对出路段是否烂尾？,书记信箱,唏嘘的装修佬,2019-09-04,已回复,0/380
[78660],[举报],皇朝福邸1号楼玻璃棚违建何时能拆除？,书记信箱,平民一介,2019-09-04,已回复,2/226
[78655],[举报],县城投随意破坏山林开设砂场。严重破坏道路！,书记信箱,锄禾日当午,2019-09-04,已回复,0/218
[78648],[诉求],请梧州市领导为我们主持公道！,书记信箱,沙头思艾村民,2019-09-04,已回复,0/959
[78645],[诉求],丽港华府酒楼噪音扰民依旧,书记信箱,科南,2019-09-04,已回复,0/698
[78644],[咨询],怎么样才算贪污受贿,书记信箱,钟绍基,2019-09-04,已回复,1/925
[78620],[举报],大正峰景园车位未有网签合同已收全款,书记信箱,大正业主008,2019-09-03,已回复,0/351
[78615],[诉求],小区居民成被告，向谁伸冤,书记信箱,创建文明城,2019-09-03,已回复,0/349
[78614],[诉求],提前退休,书记信箱,秦雄辉,2019-09-03,已回复,0/425
[78611],[诉求],时代花园城物业管理严重失职,书记信箱,等距离,2019-09-03,已回复,19/1591
[78609],[其它],特种工种提前退休,书记信箱,秦雄辉,2019-09-03,已回复,0/242
[78603],[诉求],住建局问政处理时间超期，石沉大海,书记信箱,冰冻小西瓜,2019-09-03,已回复,0/284
[78591],[举报],危险！岑溪市交通！,书记信箱,关注在线,2019-09-03,已回复,0/820
[78589],[诉求],77522的问政超二十天请求调查答复,书记信箱,GJH2019,2019-09-03,已回复,0/170
[78583],[举报],打击六合彩,书记信箱,546613196,2019-09-03,已回复,0/226
[78582],[咨询],赤水,书记信箱,jiec,2019-09-03,已回复,0/297
[78562],[举报],育才幼儿园门口天天塞车,书记信箱,黎小姐,2019-09-03,已回复,0/182
[78552],[举报],壹品尊府交房问题,书记信箱,lwq28q,2019-09-03,已回复,1/917
[78544],[诉求],龙圩区税务局对面的粥林饭店噪音扰民,书记信箱,热心小蚂蚁,2019-09-03,已回复,0/157
[78543],[诉求],蝶山二路晨生娱乐城深夜噪音扰民,书记信箱,热心小蚂蚁,2019-09-03,已回复,1/426
[78542],[举报],投诉多次依然没有丝毫改善,书记信箱,梧州段正淳,2019-09-03,已回复,0/603
[78527],[诉求],关于怀疑旺城首玺施工造成房屋倾斜爆裂问题二次申报,书记信箱,新兴村一组村民,2019-09-02,已回复,0/551
[78524],[举报],多次投诉仍然是只喊口号？？？,书记信箱,楠楠,2019-09-02,已回复,0/923
[78522],[诉求],在家政府广场边上却每天要闻着下水道的臭气,书记信箱,库里,2019-09-02,已回复,0/561
[78513],[建议],学校之间教师交流轮岗利大还是弊大,书记信箱,一个无奈教师,2019-09-02,已回复,0/1292
[78511],[诉求],位于民主路19号夹层违建阳台,书记信箱,光明123,2019-09-02,已回复,0/470
[78505],[举报],梧州饮用水水源保护区问题（莲花桥）,书记信箱,木子606,2019-09-02,已回复,8/461
[78495],[其它],关于僵尸车停放的问题,书记信箱,看不惯1,2019-09-02,已回复,0/335
[78484],[诉求],万秀区富民一路1号厕所堵塞问题解决,书记信箱,军伟,2019-09-01,已回复,0/276
[78469],[诉求],蒙山县全县公私立幼儿园双休,书记信箱,顺民,2019-09-01,已回复,2/290
[78450],[举报],宝石整治为何不给无关百姓居民生活用电?,书记信箱,哔莫BMO,2019-08-31,已回复,0/325
[78449],[举报],整治宝石为何整治非宝石加工户,书记信箱,hhhhhhhhhhhhh,2019-08-31,已回复,0/154
[78430],[建议],太平镇应当升格为县级市，藤县应当改为区,书记信箱,罗乌贼王,2019-08-31,已回复,1/5332
[78426],[建议],不能让城区道路成了免费的停车场,书记信箱,asao2008,2019-08-31,已回复,0/339
[78421],[诉求],投诉龙山路华融花园二区对面融融美食店,书记信箱,梧州段正淳,2019-08-31,已回复,0/265
[78415],[举报],西泰基房地产.帝景湾项，为何夜间超时施工屡禁不止？,书记信箱,kiley1985,2019-08-31,已回复,2/249
[78414],[诉求],富民一路1号棚改后堵厕问政回复为何只字不提棚改？,书记信箱,幸运女神,2019-08-30,已回复,0/187
[78390],[诉求],政府是否对岑溪水晶城实施了“政府限制性行为”？,书记信箱,大海2019,2019-08-30,已回复,0/378
[78366],[诉求],国道施工，水土流失秧及人居安全,书记信箱,入戏太深,2019-08-30,已回复,0/325
[78361],[诉求],粗暴监管，伤害营商环境,书记信箱,天行健^地势坤^,2019-08-30,已回复,0/1227
[78352],[诉求],编号76813为什么迟迟不回复？,书记信箱,lym5632,2019-08-29,已回复,0/691
[78351],[诉求],西堤三路一号松脂厂生活区31栋危楼严重,书记信箱,gh123456789,2019-08-29,已回复,0/477
[78348],[诉求],住建委外墙的灯光晚上严重的光污染到底有没有人能管管,书记信箱,我要翻香港,2019-08-29,已回复,0/770
[78338],[举报],蒙山县碧桂园销售欺诈业主,书记信箱,唯我出色,2019-08-29,已回复,6/7511
[78337],[举报],富民小区大门路口处圆通快递公司车辆乱停问题,书记信箱,老啄木鸟,2019-08-29,已回复,0/726
[78326],[举报],真是忍到佛都有火，敷衍了我一年，麻烦转书记信箱,书记信箱,城市曝光,2019-08-29,已回复,0/4034
[78325],[诉求],教师2018绩效奖金问题,书记信箱,城市建设者,2019-08-29,已回复,1/1657
[78322],[诉求],书记，藤县城南社区绣江路二段1号的孩子在哪上小学,书记信箱,evachan,2019-08-28,已回复,0/717
[78319],[咨询],丰业玫瑰园近来交警抄牌火热,书记信箱,为人民币服务,2019-08-28,已回复,1/438
[78305],[举报],岑溪交警违法违纪规处理死人交通事故,书记信箱,GJH2019,2019-08-28,已回复,0/1349
[78304],[举报],住宅区的噪音,书记信箱,未来的花朵,2019-08-28,已回复,0/277
[78301],[诉求],学位就是政府拿来换取土地征用的手段吗,书记信箱,帅野,2019-08-28,已回复,0/414
[78299],[诉求],龙圩区华兴路周边小区道路车辆乱停乱放问题何时整治？,书记信箱,丽景龙城,2019-08-28,已回复,0/183
[78293],[举报],公众场所被七八个暴徒群殴,书记信箱,明智顾问,2019-08-28,已回复,0/763
[78291],[举报],上三云路20-1号龙园花园物业单方面撤场,书记信箱,龙园,2019-08-28,已回复,0/495
[78262],[举报],梧州市福兴房地产开发公司乱收费,书记信箱,梧州群众心声,2019-08-27,已回复,1/861
[78259],[诉求],占道经营管不管？走路都走不动！,书记信箱,lfq001,2019-08-27,已回复,0/167
[78243],[诉求],一问《旺城广场检测报告》,书记信箱,wczy1,2019-08-27,已回复,0/646
[78223],[诉求],为什么梧州至藤县二级公路长洲区龙华村段迟迟不开工？,书记信箱,gxjsw,2019-08-27,已回复,1/587
[78216],[举报],梧州电业局强占农民菜地,书记信箱,河口村村民,2019-08-27,已回复,0/396
[78209],[诉求],新闻路为何不维修,书记信箱,正敏,2019-08-26,已回复,0/588
[78205],[诉求],西环路潮源日日鲜全牛火锅扰民问题。,书记信箱,小虫儿,2019-08-26,已回复,1/422
[78204],[举报],占用生命通道（消防通道）,书记信箱,梧州九妹,2019-08-26,已回复,0/426
[78195],[举报],藤县供电局你们搞针对吗？,书记信箱,很多不明白,2019-08-26,已回复,1/368
[78188],[举报],梧州市第一实验小学扩建工程排水设施应该马上停工整改,书记信箱,WZS,2019-08-26,已回复,0/313
[78180],[诉求],龙平村大宕五组村民处于水深火热当中,书记信箱,。1368774,2019-08-26,已回复,0/400
[78164],[诉求],为什么编号77294迟迟不回复,书记信箱,陈宁,2019-08-26,已回复,0/561
[78160],[诉求],还有王法可言吗？育婴员补贴款到底何时退？,书记信箱,走走看看,2019-08-25,已回复,1/727
[78157],[建议],为梧州发展建设提建议,书记信箱,挑灯看剑,2019-08-25,已回复,0/630
[78154],[咨询],提问岑溪教育问题,书记信箱,你妈死了,2019-08-25,已回复,0/1675
[78146],[咨询],壹品尊府物业控制小区用水,书记信箱,壹品尊府直供水,2019-08-25,已回复,1/331
[78139],[诉求],梧州市大正壹品尊府还没五方验收通知业主收房,书记信箱,壹品居民,2019-08-25,已回复,0/518
[78136],[举报],乱收费该谁管,书记信箱,ggt2019,2019-08-25,已回复,0/391
